タイムスタンプ,回線番号,下りのトラヒック量(Byte),上りのトラヒック量(Byte),下りの廃棄量(Packets),下りの廃棄量(Byte)
2026-02-07 06:10:00,VV00-00,780731466,343164261,69233,103849634
2026-02-07 06:10:00,WW00-00,550303467,215805479,0,0
2026-02-07 06:10:00,XX00-00,764757111,167886325,87486,131230412
2026-02-07 06:10:00,YY00-00,872726565,522297076,0,0
2026-02-07 06:10:00,ZZ00-00,287062524,303259438,31276,46914927
2026-02-07 06:15:00,AA00-00,156030903,297575947,12872,19309161
2026-02-07 06:15:00,BB00-00,661149070,53811216,0,0
2026-02-07 06:15:00,CC00-00,45215164,288741821,0,0
2026-02-07 06:15:00,DD00-00,212170030,399859925,15693,23539716
2026-02-07 06:15:00,EE00-00,203795484,60489756,0,0
2026-02-07 06:15:00,FF00-00,120247670,95341554,0,0
2026-02-07 06:15:00,GG00-00,149788841,458156394,0,0
2026-02-07 06:15:00,HH00-00,310261499,247136863,0,0
2026-02-07 06:15:00,II00-00,133192622,48428892,0,0
2026-02-07 06:15:00,JJ00-00,400708542,132722583,0,0
2026-02-07 06:15:00,KK00-00,861213692,253033826,86404,129606662
2026-02-07 06:15:00,LL00-00,421845644,625378771,0,0
2026-02-07 06:15:00,MM00-00,164684688,375014691,15919,23879547
2026-02-07 06:15:00,NN00-00,232262336,43792498,0,0
2026-02-07 06:15:00,OO00-00,271117069,423150804,27021,40532197
2026-02-07 06:15:00,PP00-00,283042912,38358139,0,0
2026-02-07 06:15:00,QQ00-00,273654272,488868672,0,0
2026-02-07 06:15:00,RR00-00,163498673,239719683,0,0
2026-02-07 06:15:00,SS00-00,480947120,452909663,0,0
2026-02-07 06:15:00,TT00-00,324860428,64298715,0,0
2026-02-07 06:15:00,UU00-00,128509759,386341578,0,0
2026-02-07 06:15:00,VV00-00,855855841,313501358,0,0
2026-02-07 06:15:00,WW00-00,589760741,229421153,0,0
2026-02-07 06:15:00,XX00-00,783234480,163580399,0,0
2026-02-07 06:15:00,YY00-00,802815556,502000411,0,0
2026-02-07 06:15:00,ZZ00-00,298629246,326215174,37664,56496206
2026-02-07 06:20:00,AA00-00,149115536,275192371,15089,22634985
2026-02-07 06:20:00,BB00-00,696215121,48655507,0,0
2026-02-07 06:20:00,CC00-00,49676383,316502831,0,0
2026-02-07 06:20:00,DD00-00,215167135,404313839,0,0
2026-02-07 06:20:00,EE00-00,202507751,66353791,0,0
2026-02-07 06:20:00,FF00-00,120421452,102078991,0,0
2026-02-07 06:20:00,GG00-00,159801581,425436537,0,0
2026-02-07 06:20:00,HH00-00,320991434,246722493,0,0
2026-02-07 06:20:00,II00-00,140032112,52993202,0,0
2026-02-07 06:20:00,JJ00-00,414711293,128056786,0,0
2026-02-07 06:20:00,KK00-00,907755555,255864314,0,0
2026-02-07 06:20:00,LL00-00,445081166,577245065,0,0
2026-02-07 06:20:00,MM00-00,169185129,367581059,14220,21331474
2026-02-07 06:20:00,NN00-00,229836643,41717909,0,0
2026-02-07 06:20:00,OO00-00,291025385,413804507,0,0
2026-02-07 06:20:00,PP00-00,255696443,40979168,23966,35949459
2026-02-07 06:20:00,QQ00-00,250985112,448711499,0,0
2026-02-07 06:20:00,RR00-00,166825911,247750189,0,0
2026-02-07 06:20:00,SS00-00,527861187,418570744,0,0
2026-02-07 06:20:00,TT00-00,346098370,65159821,0,0
2026-02-07 06:20:00,UU00-00,138219285,411058793,0,0
2026-02-07 06:20:00,VV00-00,939647605,295457360,107358,161038005
2026-02-07 06:20:00,WW00-00,550447580,241421995,56649,84974976
2026-02-07 06:20:00,XX00-00,727516252,155920556,0,0
2026-02-07 06:20:00,YY00-00,776483737,511769078,0,0
2026-02-07 06:20:00,ZZ00-00,311469332,345198710,0,0
2026-02-07 06:25:00,AA00-00,158530777,289627676,0,0
2026-02-07 06:25:00,BB00-00,638538641,52311375,0,0
2026-02-07 06:25:00,CC00-00,46100314,338413617,0,0
2026-02-07 06:25:00,DD00-00,206875947,366969563,0,0
2026-02-07 06:25:00,EE00-00,197541227,62899771,0,0
2026-02-07 06:25:00,FF00-00,121249764,103766245,0,0
2026-02-07 06:25:00,GG00-00,157727441,410503107,0,0
2026-02-07 06:25:00,HH00-00,321381395,256310306,0,0
2026-02-07 06:25:00,II00-00,150332777,52233416,0,0
2026-02-07 06:25:00,JJ00-00,442762545,118511370,0,0
2026-02-07 06:25:00,KK00-00,983187940,273244907,123555,185333707
2026-02-07 06:25:00,LL00-00,446228034,596809929,0,0
2026-02-07 06:25:00,MM00-00,169753230,339163515,0,0
2026-02-07 06:25:00,NN00-00,243635240,43234963,0,0
2026-02-07 06:25:00,OO00-00,303805223,412505524,0,0
2026-02-07 06:25:00,PP00-00,254978530,41861435,0,0
2026-02-07 06:25:00,QQ00-00,232893888,413373578,0,0
2026-02-07 06:25:00,RR00-00,159047410,250487314,0,0
2026-02-07 06:25:00,SS00-00,503493794,387010603,0,0
2026-02-07 06:25:00,TT00-00,318438446,71173321,0,0
2026-02-07 06:25:00,UU00-00,137206827,402412725,0,0
2026-02-07 06:25:00,VV00-00,951852259,268644635,74510,111765457
2026-02-07 06:25:00,WW00-00,530606771,259552940,0,0
2026-02-07 06:25:00,XX00-00,698057464,157106503,54695,82042883
2026-02-07 06:25:00,YY00-00,799493228,514360738,0,0
2026-02-07 06:25:00,ZZ00-00,308293857,338183065,0,0
2026-02-07 06:30:00,AA00-00,174098080,314375169,0,0
2026-02-07 06:30:00,BB00-00,591244080,57460607,0,0
2026-02-07 06:30:00,CC00-00,44130624,370456107,0,0
2026-02-07 06:30:00,DD00-00,189215693,401060277,18459,27689734
2026-02-07 06:30:00,EE00-00,195496171,59233646,0,0
2026-02-07 06:30:00,FF00-00,131206379,101341388,0,0
2026-02-07 06:30:00,GG00-00,167130081,446521470,0,0
2026-02-07 06:30:00,HH00-00,352030021,242315347,43311,64967434
2026-02-07 06:30:00,II00-00,148320574,51548259,0,0
2026-02-07 06:30:00,JJ00-00,475730742,108808402,0,0
2026-02-07 06:30:00,KK00-00,1073787304,265973483,0,0
2026-02-07 06:30:00,LL00-00,488904090,645185412,0,0
2026-02-07 06:30:00,MM00-00,178908011,333188731,13238,19857550
2026-02-07 06:30:00,NN00-00,253661477,40329894,0,0
2026-02-07 06:30:00,OO00-00,298486481,438636572,0,0
2026-02-07 06:30:00,PP00-00,255330918,42834292,29587,44381588
2026-02-07 06:30:00,QQ00-00,247925043,405526064,0,0
2026-02-07 06:30:00,RR00-00,163288309,237644485,0,0
2026-02-07 06:30:00,SS00-00,489704537,373170563,0,0
2026-02-07 06:30:00,TT00-00,292775351,73448159,0,0
2026-02-07 06:30:00,UU00-00,125120028,416020284,0,0
2026-02-07 06:30:00,VV00-00,955931075,258874232,0,0
2026-02-07 06:30:00,WW00-00,525833813,239543706,0,0
2026-02-07 06:30:00,XX00-00,710234637,157971255,0,0
2026-02-07 06:30:00,YY00-00,852105818,539758700,0,0
2026-02-07 06:30:00,ZZ00-00,292363219,315558607,0,0
2026-02-07 06:35:00,AA00-00,180399406,336877665,21122,31683156
2026-02-07 06:35:00,BB00-00,569184878,55421694,0,0
2026-02-07 06:35:00,CC00-00,41717134,383385150,0,0
2026-02-07 06:35:00,DD00-00,195662773,389365753,0,0
2026-02-07 06:35:00,EE00-00,190177170,61892007,0,0
2026-02-07 06:35:00,FF00-00,137476475,102064734,0,0
2026-02-07 06:35:00,GG00-00,181723184,449910066,0,0
2026-02-07 06:35:00,HH00-00,344486993,238072608,0,0
2026-02-07 06:35:00,II00-00,160093376,50916966,0,0
2026-02-07 06:35:00,JJ00-00,486273541,112427627,0,0
2026-02-07 06:35:00,KK00-00,974770361,248053471,0,0
2026-02-07 06:35:00,LL00-00,490964501,582082362,65292,97938133
2026-02-07 06:35:00,MM00-00,170026278,313517377,0,0
2026-02-07 06:35:00,NN00-00,262837333,43689797,28963,43445829
2026-02-07 06:35:00,OO00-00,295437068,429325792,0,0
2026-02-07 06:35:00,PP00-00,255541228,43978476,25492,38239150
2026-02-07 06:35:00,QQ00-00,242892124,382115119,0,0
2026-02-07 06:35:00,RR00-00,149158963,229624171,16152,24228845
2026-02-07 06:35:00,SS00-00,485341446,400263007,0,0
2026-02-07 06:35:00,TT00-00,316181489,68026373,0,0
2026-02-07 06:35:00,UU00-00,133399344,433669280,17308,25963447
2026-02-07 06:35:00,VV00-00,1021789576,264110784,80854,121282018
2026-02-07 06:35:00,WW00-00,577052556,225517148,0,0
2026-02-07 06:35:00,XX00-00,771639531,149134195,0,0
2026-02-07 06:35:00,YY00-00,776122094,571044234,0,0
2026-02-07 06:35:00,ZZ00-00,268269524,328844144,0,0
2026-02-07 06:40:00,AA00-00,190705195,322886960,0,0
2026-02-07 06:40:00,BB00-00,566835225,51949633,0,0
2026-02-07 06:40:00,CC00-00,41937232,360070138,0,0
2026-02-07 06:40:00,DD00-00,188480316,420320063,0,0
2026-02-07 06:40:00,EE00-00,202633349,61223817,15532,23299095
2026-02-07 06:40:00,FF00-00,147608017,101161383,0,0
2026-02-07 06:40:00,GG00-00,173274412,453952173,0,0
2026-02-07 06:40:00,HH00-00,362818197,218414803,42441,63662020
2026-02-07 06:40:00,II00-00,166967788,54308043,0,0
2026-02-07 06:40:00,JJ00-00,468842046,102043462,0,0
2026-02-07 06:40:00,KK00-00,996234099,253745654,0,0
2026-02-07 06:40:00,LL00-00,538496811,565115571,0,0
2026-02-07 06:40:00,MM00-00,163197262,308985703,0,0
2026-02-07 06:40:00,NN00-00,278634161,46263775,0,0
2026-02-07 06:40:00,OO00-00,286795784,404624754,0,0
2026-02-07 06:40:00,PP00-00,269577499,44152222,0,0
2026-02-07 06:40:00,QQ00-00,221971876,375311337,0,0
2026-02-07 06:40:00,RR00-00,155571547,206822246,0,0
2026-02-07 06:40:00,SS00-00,483499739,387310000,0,0
2026-02-07 06:40:00,TT00-00,298940370,65203354,0,0
2026-02-07 06:40:00,UU00-00,131436607,475292821,0,0
2026-02-07 06:40:00,VV00-00,1001778059,253732730,0,0
2026-02-07 06:40:00,WW00-00,597080557,232758165,71350,107026147
2026-02-07 06:40:00,XX00-00,743005682,156856860,0,0
2026-02-07 06:40:00,YY00-00,836946363,609264573,0,0
2026-02-07 06:40:00,ZZ00-00,277958046,347789290,19317,28975798
2026-02-07 06:45:00,AA00-00,200360539,333661132,0,0
2026-02-07 06:45:00,BB00-00,535914784,54831368,0,0
2026-02-07 06:45:00,CC00-00,42071298,388495517,5231,7847270
2026-02-07 06:45:00,DD00-00,175853860,394512195,0,0
2026-02-07 06:45:00,EE00-00,214262232,56673838,0,0
2026-02-07 06:45:00,FF00-00,158226017,100660586,0,0
2026-02-07 06:45:00,GG00-00,177155404,474381399,0,0
2026-02-07 06:45:00,HH00-00,341915200,233734470,0,0
2026-02-07 06:45:00,II00-00,159323416,50513092,0,0
2026-02-07 06:45:00,JJ00-00,441078726,98776798,0,0
2026-02-07 06:45:00,KK00-00,1047197891,236953103,0,0
2026-02-07 06:45:00,LL00-00,589348338,591765058,0,0
2026-02-07 06:45:00,MM00-00,175183295,334111365,0,0
2026-02-07 06:45:00,NN00-00,294429299,50419250,0,0
2026-02-07 06:45:00,OO00-00,308729930,390953604,0,0
2026-02-07 06:45:00,PP00-00,268106543,41075258,0,0
2026-02-07 06:45:00,QQ00-00,231813020,353813561,0,0
2026-02-07 06:45:00,RR00-00,159298519,213089439,0,0
2026-02-07 06:45:00,SS00-00,531790711,394186085,0,0
2026-02-07 06:45:00,TT00-00,271327621,63870914,0,0
2026-02-07 06:45:00,UU00-00,135789160,498051444,0,0
2026-02-07 06:45:00,VV00-00,921417794,246954353,0,0
2026-02-07 06:45:00,WW00-00,575889753,235504440,0,0
2026-02-07 06:45:00,XX00-00,814814128,162731067,0,0
2026-02-07 06:45:00,YY00-00,791210745,582141202,0,0
2026-02-07 06:45:00,ZZ00-00,268596167,320638446,0,0
2026-02-07 06:50:00,AA00-00,211781537,336717860,0,0
2026-02-07 06:50:00,BB00-00,534624488,59263766,0,0
2026-02-07 06:50:00,CC00-00,43479507,390164576,0,0
2026-02-07 06:50:00,DD00-00,164823591,416423839,14309,21464622
2026-02-07 06:50:00,EE00-00,192944841,52356704,0,0
2026-02-07 06:50:00,FF00-00,166090342,107355505,0,0
2026-02-07 06:50:00,GG00-00,166837706,437094129,0,0
2026-02-07 06:50:00,HH00-00,309299514,224335428,0,0
2026-02-07 06:50:00,II00-00,145599907,45760150,0,0
2026-02-07 06:50:00,JJ00-00,464475401,93837660,0,0
2026-02-07 06:50:00,KK00-00,994576789,219482742,0,0
2026-02-07 06:50:00,LL00-00,572840526,605333819,0,0
2026-02-07 06:50:00,MM00-00,172949887,315097798,0,0
2026-02-07 06:50:00,NN00-00,290700483,51844035,26648,39972868
2026-02-07 06:50:00,OO00-00,311694348,411289664,0,0
2026-02-07 06:50:00,PP00-00,245872387,42239423,0,0
2026-02-07 06:50:00,QQ00-00,231359756,336926024,0,0
2026-02-07 06:50:00,RR00-00,167159955,214156884,0,0
2026-02-07 06:50:00,SS00-00,572631409,383606590,47083,70625088
2026-02-07 06:50:00,TT00-00,275623093,61921122,0,0
2026-02-07 06:50:00,UU00-00,124975228,460073577,9119,13679512
2026-02-07 06:50:00,VV00-00,862586121,253347551,74135,111203564
2026-02-07 06:50:00,WW00-00,578725000,228968797,0,0
2026-02-07 06:50:00,XX00-00,788970311,155443083,0,0
2026-02-07 06:50:00,YY00-00,836393790,584061107,0,0
2026-02-07 06:50:00,ZZ00-00,258459909,321781556,0,0
2026-02-07 06:55:00,AA00-00,217542277,331631205,0,0
2026-02-07 06:55:00,BB00-00,581004623,60106392,0,0
2026-02-07 06:55:00,CC00-00,44607114,425748916,0,0
2026-02-07 06:55:00,DD00-00,150155062,407220161,0,0
2026-02-07 06:55:00,EE00-00,188013736,57518905,0,0
2026-02-07 06:55:00,FF00-00,172067891,117138577,0,0
2026-02-07 06:55:00,GG00-00,160917433,413327439,0,0
2026-02-07 06:55:00,HH00-00,334385534,236906788,0,0
2026-02-07 06:55:00,II00-00,146786168,43700603,0,0
2026-02-07 06:55:00,JJ00-00,506102772,99160375,0,0
2026-02-07 06:55:00,KK00-00,901213033,224178298,0,0
2026-02-07 06:55:00,LL00-00,568044491,640334714,0,0
2026-02-07 06:55:00,MM00-00,173260749,307014221,19564,29347211
2026-02-07 06:55:00,NN00-00,273731569,56925522,0,0
2026-02-07 06:55:00,OO00-00,319070615,426603065,0,0
2026-02-07 06:55:00,PP00-00,223540117,45142070,18471,27707955
2026-02-07 06:55:00,QQ00-00,210757081,332731709,0,0
2026-02-07 06:55:00,RR00-00,164407575,220169187,0,0
2026-02-07 06:55:00,SS00-00,569917707,379366848,0,0
2026-02-07 06:55:00,TT00-00,295070538,61535000,0,0
2026-02-07 06:55:00,UU00-00,118304505,479241551,0,0
2026-02-07 06:55:00,VV00-00,868643824,268632254,95778,143668242
2026-02-07 06:55:00,WW00-00,614391590,247034239,0,0
2026-02-07 06:55:00,XX00-00,723491899,163601331,0,0
2026-02-07 06:55:00,YY00-00,802512420,641111784,0,0
2026-02-07 06:55:00,ZZ00-00,265420291,335034170,0,0
2026-02-07 07:00:00,AA00-00,219502091,328131143,0,0
2026-02-07 07:00:00,BB00-00,563916324,55278345,0,0
2026-02-07 07:00:00,CC00-00,47548845,413000854,0,0
2026-02-07 07:00:00,DD00-00,160028890,386320978,0,0
2026-02-07 07:00:00,EE00-00,196841597,58398183,0,0
2026-02-07 07:00:00,FF00-00,174091967,125010462,0,0
2026-02-07 07:00:00,GG00-00,153661311,400960572,0,0
2026-02-07 07:00:00,HH00-00,344703651,233645740,35793,53690367
2026-02-07 07:00:00,II00-00,143103501,39789575,0,0
2026-02-07 07:00:00,JJ00-00,547195308,92174355,0,0
2026-02-07 07:00:00,KK00-00,907714441,223620078,0,0
2026-02-07 07:00:00,LL00-00,540572093,597391553,0,0
2026-02-07 07:00:00,MM00-00,186008508,301386031,0,0
2026-02-07 07:00:00,NN00-00,299726690,60917134,0,0
2026-02-07 07:00:00,OO00-00,310394430,454308931,0,0
2026-02-07 07:00:00,PP00-00,240591308,47545755,0,0
2026-02-07 07:00:00,QQ00-00,222035186,331431225,0,0
2026-02-07 07:00:00,RR00-00,166021686,205990406,0,0
2026-02-07 07:00:00,SS00-00,547559541,401373138,0,0
2026-02-07 07:00:00,TT00-00,273643844,59858354,0,0
2026-02-07 07:00:00,UU00-00,113159370,461893397,0,0
2026-02-07 07:00:00,VV00-00,838447474,267515447,0,0
2026-02-07 07:00:00,WW00-00,583647329,224196548,0,0
2026-02-07 07:00:00,XX00-00,756396594,164586492,52909,79363649
2026-02-07 07:00:00,YY00-00,770631711,653854880,0,0
2026-02-07 07:00:00,ZZ00-00,262544542,336152873,0,0
2026-02-07 07:05:00,AA00-00,224433093,326409492,26774,40161993
2026-02-07 07:05:00,BB00-00,574257579,53158794,0,0
2026-02-07 07:05:00,CC00-00,49967614,396119973,0,0
2026-02-07 07:05:00,DD00-00,172655267,365543726,17392,26088084
2026-02-07 07:05:00,EE00-00,202944796,56557393,0,0
2026-02-07 07:05:00,FF00-00,180732180,134076453,0,0
2026-02-07 07:05:00,GG00-00,163385029,399612229,0,0
2026-02-07 07:05:00,HH00-00,317478632,238086795,33447,50171131
2026-02-07 07:05:00,II00-00,148885856,40637572,0,0
2026-02-07 07:05:00,JJ00-00,566051882,84913509,0,0
2026-02-07 07:05:00,KK00-00,986580170,226793530,0,0
2026-02-07 07:05:00,LL00-00,562973989,646400190,0,0
2026-02-07 07:05:00,MM00-00,187248382,296737690,0,0
2026-02-07 07:05:00,NN00-00,274996169,60823269,25857,38785673
2026-02-07 07:05:00,OO00-00,326736738,452855617,0,0
2026-02-07 07:05:00,PP00-00,223548828,51340198,0,0
2026-02-07 07:05:00,QQ00-00,224863865,328411249,18157,27236014
2026-02-07 07:05:00,RR00-00,180784385,192228706,0,0
2026-02-07 07:05:00,SS00-00,576511240,435975565,0,0
2026-02-07 07:05:00,TT00-00,263104889,55478909,0,0
2026-02-07 07:05:00,UU00-00,108765616,469646206,0,0
2026-02-07 07:05:00,VV00-00,876921069,249030385,0,0
2026-02-07 07:05:00,WW00-00,562006581,229531111,0,0
2026-02-07 07:05:00,XX00-00,729786296,171818471,0,0
2026-02-07 07:05:00,YY00-00,810299326,610808015,0,0
2026-02-07 07:05:00,ZZ00-00,277530802,311800655,0,0
2026-02-07 07:10:00,AA00-00,220277640,344151350,0,0
2026-02-07 07:10:00,BB00-00,568275112,54001833,0,0
2026-02-07 07:10:00,CC00-00,52065089,358174611,0,0
2026-02-07 07:10:00,DD00-00,168640614,365327847,16348,24523122
2026-02-07 07:10:00,EE00-00,200814231,54958102,0,0
2026-02-07 07:10:00,FF00-00,168970895,143601492,12034,18052010
2026-02-07 07:10:00,GG00-00,150813928,424211273,0,0
2026-02-07 07:10:00,HH00-00,291648558,251946935,37755,56632810
2026-02-07 07:10:00,II00-00,147955074,40125568,0,0
2026-02-07 07:10:00,JJ00-00,579238580,84570948,0,0
2026-02-07 07:10:00,KK00-00,1007937377,208566521,0,0
2026-02-07 07:10:00,LL00-00,538535436,654625701,0,0
2026-02-07 07:10:00,MM00-00,203362197,306700445,0,0
2026-02-07 07:10:00,NN00-00,282679128,61526844,31558,47337457
2026-02-07 07:10:00,OO00-00,338141884,412582897,0,0
2026-02-07 07:10:00,PP00-00,213741616,52264615,0,0
2026-02-07 07:10:00,QQ00-00,221751927,326720034,0,0
2026-02-07 07:10:00,RR00-00,183064200,198128280,0,0
2026-02-07 07:10:00,SS00-00,610042553,448034530,53734,80601787
2026-02-07 07:10:00,TT00-00,253646946,55977021,0,0
2026-02-07 07:10:00,UU00-00,99160313,457360615,0,0
2026-02-07 07:10:00,VV00-00,839318269,231350759,0,0
2026-02-07 07:10:00,WW00-00,507483842,230896161,0,0
2026-02-07 07:10:00,XX00-00,692219621,168269464,0,0
2026-02-07 07:10:00,YY00-00,798555406,669772938,0,0
2026-02-07 07:10:00,ZZ00-00,293623356,334221820,0,0
2026-02-07 07:15:00,AA00-00,199244774,358010555,0,0
2026-02-07 07:15:00,BB00-00,588204465,52722601,0,0
2026-02-07 07:15:00,CC00-00,48974285,385208875,5412,8119417
2026-02-07 07:15:00,DD00-00,179544178,353115533,22136,33204194
2026-02-07 07:15:00,EE00-00,190163954,53733923,0,0
2026-02-07 07:15:00,FF00-00,174005493,147459009,0,0
2026-02-07 07:15:00,GG00-00,150078505,462653402,0,0
2026-02-07 07:15:00,HH00-00,272289313,249617573,20876,31314048
2026-02-07 07:15:00,II00-00,135593758,41921897,0,0
2026-02-07 07:15:00,JJ00-00,624178707,85356813,0,0
2026-02-07 07:15:00,KK00-00,1104424351,200818292,0,0
2026-02-07 07:15:00,LL00-00,572974706,616559277,0,0
2026-02-07 07:15:00,MM00-00,210136009,302631607,26057,39086149
2026-02-07 07:15:00,NN00-00,256180434,64725284,0,0
2026-02-07 07:15:00,OO00-00,308910965,413627545,0,0
2026-02-07 07:15:00,PP00-00,222692825,49489768,0,0
2026-02-07 07:15:00,QQ00-00,235490477,303418700,0,0
2026-02-07 07:15:00,RR00-00,198450538,197788504,0,0
2026-02-07 07:15:00,SS00-00,600441849,473822787,0,0
2026-02-07 07:15:00,TT00-00,258974195,53911449,0,0
2026-02-07 07:15:00,UU00-00,108685070,455601601,12756,19134509
2026-02-07 07:15:00,VV00-00,883808962,249297697,0,0
2026-02-07 07:15:00,WW00-00,519437934,210242958,0,0
2026-02-07 07:15:00,XX00-00,649278373,166827567,0,0
2026-02-07 07:15:00,YY00-00,864522599,730697848,0,0
2026-02-07 07:15:00,ZZ00-00,309186838,335846943,0,0
2026-02-07 07:20:00,AA00-00,210335620,385069352,0,0
2026-02-07 07:20:00,BB00-00,643926628,56815098,0,0
2026-02-07 07:20:00,CC00-00,49041760,347885583,0,0
2026-02-07 07:20:00,DD00-00,197353226,344590464,0,0
2026-02-07 07:20:00,EE00-00,206186383,56949814,0,0
2026-02-07 07:20:00,FF00-00,172054788,147667254,15772,23658340
2026-02-07 07:20:00,GG00-00,135468246,424688051,14530,21796376
2026-02-07 07:20:00,HH00-00,264433391,258810544,0,0
2026-02-07 07:20:00,II00-00,128138083,43352832,0,0
2026-02-07 07:20:00,JJ00-00,588031553,83254282,0,0
2026-02-07 07:20:00,KK00-00,1067477957,183030502,0,0
2026-02-07 07:20:00,LL00-00,541523491,584567787,0,0
2026-02-07 07:20:00,MM00-00,214385962,289402851,0,0
2026-02-07 07:20:00,NN00-00,266780110,66426153,0,0
2026-02-07 07:20:00,OO00-00,300811268,454050913,0,0
2026-02-07 07:20:00,PP00-00,202037536,51620861,0,0
2026-02-07 07:20:00,QQ00-00,215034103,317136904,28396,42594283
2026-02-07 07:20:00,RR00-00,201792672,192847600,0,0
2026-02-07 07:20:00,SS00-00,593895989,514703719,0,0
2026-02-07 07:20:00,TT00-00,267264973,57036109,0,0
2026-02-07 07:20:00,UU00-00,111174005,477651610,0,0
2026-02-07 07:20:00,VV00-00,970161016,239228791,0,0
2026-02-07 07:20:00,WW00-00,478755283,213259693,62572,93858621
2026-02-07 07:20:00,XX00-00,626498050,161174981,0,0
2026-02-07 07:20:00,YY00-00,825803474,782650572,0,0
2026-02-07 07:20:00,ZZ00-00,324122365,330732756,36525,54788366
2026-02-07 07:25:00,AA00-00,195128849,390947835,17789,26683883
2026-02-07 07:25:00,BB00-00,644140871,55503377,0,0
2026-02-07 07:25:00,CC00-00,47022471,380897185,0,0
2026-02-07 07:25:00,DD00-00,189615662,360927109,0,0
2026-02-07 07:25:00,EE00-00,201645770,51702734,0,0
2026-02-07 07:25:00,FF00-00,165209870,140134642,0,0
2026-02-07 07:25:00,GG00-00,148094697,425444088,0,0
2026-02-07 07:25:00,HH00-00,262422323,233156540,0,0
2026-02-07 07:25:00,II00-00,129621686,41135995,0,0
2026-02-07 07:25:00,JJ00-00,538290887,89360597,0,0
2026-02-07 07:25:00,KK00-00,1073011878,173990444,0,0
2026-02-07 07:25:00,LL00-00,500761996,539673971,0,0
2026-02-07 07:25:00,MM00-00,232398645,282475361,0,0
2026-02-07 07:25:00,NN00-00,292224939,65852318,0,0
2026-02-07 07:25:00,OO00-00,290388709,469130095,0,0
2026-02-07 07:25:00,PP00-00,203496802,52214343,0,0
2026-02-07 07:25:00,QQ00-00,217192735,321607366,0,0
2026-02-07 07:25:00,RR00-00,207890557,205309292,15398,23097830
2026-02-07 07:25:00,SS00-00,646471021,527981552,0,0
2026-02-07 07:25:00,TT00-00,292057419,56842821,0,0
2026-02-07 07:25:00,UU00-00,102077743,492273811,0,0
2026-02-07 07:25:00,VV00-00,937149984,247060493,0,0
2026-02-07 07:25:00,WW00-00,497589898,207581487,0,0
2026-02-07 07:25:00,XX00-00,643784333,165326696,0,0
2026-02-07 07:25:00,YY00-00,757836730,806504299,0,0
2026-02-07 07:25:00,ZZ00-00,319518101,331335308,0,0
2026-02-07 07:30:00,AA00-00,182923076,418899036,21368,32052802
2026-02-07 07:30:00,BB00-00,603622301,58015383,0,0
2026-02-07 07:30:00,CC00-00,50781372,412407479,0,0
2026-02-07 07:30:00,DD00-00,190060493,376748926,15395,23093755
2026-02-07 07:30:00,EE00-00,208346953,47184461,18025,27037604
2026-02-07 07:30:00,FF00-00,156505242,133942921,0,0
2026-02-07 07:30:00,GG00-00,157996509,432895322,14049,21074827
2026-02-07 07:30:00,HH00-00,252090044,223985351,0,0
2026-02-07 07:30:00,II00-00,133035331,37060802,0,0
2026-02-07 07:30:00,JJ00-00,524919292,86169957,0,0
2026-02-07 07:30:00,KK00-00,1037847323,158411793,0,0
2026-02-07 07:30:00,LL00-00,546773842,590751080,45349,68024311
2026-02-07 07:30:00,MM00-00,232696017,307956644,18246,27369154
2026-02-07 07:30:00,NN00-00,274228913,66220446,0,0
2026-02-07 07:30:00,OO00-00,295765860,497844407,35268,52902752
2026-02-07 07:30:00,PP00-00,196415614,57189604,18900,28350460
2026-02-07 07:30:00,QQ00-00,204905750,306520839,24293,36440737
2026-02-07 07:30:00,RR00-00,193191916,223784050,0,0
2026-02-07 07:30:00,SS00-00,705859768,558129710,0,0
2026-02-07 07:30:00,TT00-00,277233497,59078591,23029,34544497
2026-02-07 07:30:00,UU00-00,100693636,530178992,9042,13564018
2026-02-07 07:30:00,VV00-00,880023811,252632437,0,0
2026-02-07 07:30:00,WW00-00,521109887,201104530,0,0
2026-02-07 07:30:00,XX00-00,675028510,161660419,46654,69981259
2026-02-07 07:30:00,YY00-00,722367262,884819801,0,0
2026-02-07 07:30:00,ZZ00-00,299292132,316063858,0,0
2026-02-07 07:35:00,AA00-00,198901414,409319307,0,0
2026-02-07 07:35:00,BB00-00,628539271,60441557,74841,112262520
2026-02-07 07:35:00,CC00-00,49965723,401677504,0,0
2026-02-07 07:35:00,DD00-00,175091692,396143515,0,0
2026-02-07 07:35:00,EE00-00,196494826,45611134,0,0
2026-02-07 07:35:00,FF00-00,159764158,137535353,0,0
2026-02-07 07:35:00,GG00-00,143141044,412124739,0,0
2026-02-07 07:35:00,HH00-00,247271115,212185986,0,0
2026-02-07 07:35:00,II00-00,127823268,39066882,0,0
2026-02-07 07:35:00,JJ00-00,495663932,83989714,0,0
2026-02-07 07:35:00,KK00-00,984441650,160285412,0,0
2026-02-07 07:35:00,LL00-00,521149414,577204520,61086,91629200
2026-02-07 07:35:00,MM00-00,231742900,289769271,0,0
2026-02-07 07:35:00,NN00-00,263392215,69596966,0,0
2026-02-07 07:35:00,OO00-00,308183500,489548285,0,0
2026-02-07 07:35:00,PP00-00,176790758,61913786,0,0
2026-02-07 07:35:00,QQ00-00,197229658,288922439,0,0
2026-02-07 07:35:00,RR00-00,187404119,242451622,0,0
