timestamp,id,limit_group,poi_code,new_pre_control_mbps_in,limit_mbps_in,new_volume_mbps_in,new_volume_mbps_out,new_dropped_mbps_in,cur_volume_mbps_in,cur_volume_mbps_out,new_volume_bytes_in,new_volume_bytes_out,cur_volume_bytes_in,cur_volume_bytes_out,limit_kbps_in,new_dropped_bytes_in,new_dropped_packets_in
2025-01-26 14:10:00,AA00-00-2015,AA00-00,2015,510.1,766.6,510.1,32.1,0.0,521.4,59.7,19129042529.0,1203096846.0,19553419764.0,2237505786.0,766582.0,0.0,0.0
2025-01-26 14:15:00,AA00-00-2015,AA00-00,2015,513.0,766.6,513.0,69.7,0.0,511.0,43.2,19237679939.0,2615415886.0,19164326354.0,1621848076.0,766582.0,0.0,0.0
2025-01-26 14:20:00,AA00-00-2015,AA00-00,2015,545.7,759.6,545.7,72.4,0.0,544.3,50.8,20462624141.0,2713871342.0,20411196607.0,1906739265.0,759572.0,0.0,0.0
2025-01-26 14:25:00,AA00-00-2015,AA00-00,2015,486.0,759.6,486.0,37.5,0.0,482.7,60.8,18224108997.0,1407714813.0,18102762964.0,2278706052.0,759572.0,0.0,0.0
2025-01-26 14:30:00,AA00-00-2015,AA00-00,2015,458.7,759.6,458.7,56.0,0.0,559.9,82.3,17199538494.0,2101531046.0,20995604060.0,3085934923.0,759572.0,0.0,0.0
2025-01-26 14:35:00,AA00-00-2015,AA00-00,2015,516.4,759.6,516.4,32.6,0.0,529.0,78.6,19364296806.0,1222992271.0,19839004204.0,2946115586.0,759572.0,0.0,0.0
2025-01-26 14:40:00,AA00-00-2015,AA00-00,2015,468.9,760.9,468.9,56.0,0.0,481.5,48.5,17582380354.0,2099961951.0,18057049109.0,1820004057.0,760861.0,0.0,0.0
2025-01-26 14:45:00,AA00-00-2015,AA00-00,2015,473.7,760.9,473.7,63.8,0.0,525.8,65.0,17763781801.0,2391624595.0,19717064144.0,2436359517.0,760861.0,0.0,0.0
2025-01-26 14:50:00,AA00-00-2015,AA00-00,2015,455.5,760.9,455.5,66.2,0.0,490.1,57.3,17080870044.0,2483585499.0,18378955274.0,2148067421.0,760861.0,0.0,0.0
2025-01-26 14:55:00,AA00-00-2015,AA00-00,2015,465.7,760.9,465.7,65.8,0.0,473.0,64.9,17462636813.0,2468893434.0,17738697496.0,2434054602.0,760861.0,0.0,0.0
2025-01-26 15:00:00,AA00-00-2015,AA00-00,2015,452.6,774.2,452.6,61.0,0.0,519.1,55.3,16972467650.0,2286458635.0,19465814157.0,2072904288.0,774184.0,0.0,0.0
2025-01-26 15:05:00,AA00-00-2015,AA00-00,2015,477.0,774.2,477.0,33.2,0.0,473.9,37.6,17888079469.0,1245396089.0,17771193857.0,1409001256.0,774184.0,0.0,0.0
2025-01-26 15:10:00,AA00-00-2015,AA00-00,2015,461.9,774.2,461.9,44.0,0.0,466.4,60.0,17320297398.0,1650649890.0,17491765240.0,2248632744.0,774184.0,0.0,0.0
2025-01-26 15:15:00,AA00-00-2015,AA00-00,2015,443.7,774.2,443.7,26.6,0.0,505.8,43.4,16637925466.0,998328222.0,18967494614.0,1628234901.0,774184.0,0.0,0.0
2025-01-26 15:20:00,AA00-00-2015,AA00-00,2015,471.3,752.1,471.3,59.0,0.0,490.3,25.1,17672780323.0,2212276775.0,18386258771.0,940445040.0,752082.0,0.0,0.0
2025-01-26 15:25:00,AA00-00-2015,AA00-00,2015,453.6,752.1,453.6,37.2,0.0,513.7,43.3,17011553907.0,1396247807.0,19262321746.0,1624027481.0,752082.0,0.0,0.0
2025-01-26 15:30:00,AA00-00-2015,AA00-00,2015,410.6,752.1,410.6,46.1,0.0,481.8,62.2,15398334592.0,1728607489.0,18067170046.0,2333004472.0,752082.0,0.0,0.0
2025-01-26 15:35:00,AA00-00-2015,AA00-00,2015,459.0,752.1,459.0,62.4,0.0,477.8,65.2,17210995287.0,2341735747.0,17918573554.0,2445521502.0,752082.0,0.0,0.0
2025-01-26 15:40:00,AA00-00-2015,AA00-00,2015,441.8,755.9,441.8,62.6,0.0,438.5,46.1,16568261983.0,2347758695.0,16442806270.0,1730537696.0,755871.0,0.0,0.0
2025-01-26 15:45:00,AA00-00-2015,AA00-00,2015,461.2,755.9,461.2,35.7,0.0,494.6,62.8,17295689804.0,1340485590.0,18546463068.0,2356009287.0,755871.0,0.0,0.0
2025-01-26 15:50:00,AA00-00-2015,AA00-00,2015,434.4,755.9,434.4,21.9,0.0,481.1,49.4,16291460572.0,820674334.0,18039966822.0,1853212219.0,755871.0,0.0,0.0
2025-01-26 15:55:00,AA00-00-2015,AA00-00,2015,414.4,755.9,414.4,25.2,0.0,507.0,50.7,15541188433.0,943593663.0,19012210751.0,1901392988.0,755871.0,0.0,0.0
2025-01-26 16:00:00,AA00-00-2015,AA00-00,2015,422.8,757.4,422.8,46.1,0.0,495.8,58.8,15855131745.0,1727054728.0,18592175724.0,2205153435.0,757394.0,0.0,0.0
2025-01-26 16:05:00,AA00-00-2015,AA00-00,2015,439.3,757.4,439.3,29.7,0.0,484.7,54.5,16473080583.0,1112302418.0,18177076027.0,2044821937.0,757394.0,0.0,0.0
2025-01-26 16:10:00,AA00-00-2015,AA00-00,2015,407.6,757.4,407.6,59.0,0.0,459.3,23.6,15284143778.0,2211296429.0,17224205225.0,883219603.0,757394.0,0.0,0.0
2025-01-26 16:15:00,AA00-00-2015,AA00-00,2015,411.8,757.4,411.8,27.0,0.0,465.4,29.3,15443692169.0,1012473515.0,17453961673.0,1099955693.0,757394.0,0.0,0.0
2025-01-26 16:20:00,AA00-00-2015,AA00-00,2015,414.3,773.4,414.3,22.3,0.0,486.5,46.5,15534459043.0,835418696.0,18243764194.0,1742783695.0,773435.0,0.0,0.0
2025-01-26 16:25:00,AA00-00-2015,AA00-00,2015,395.5,773.4,395.5,20.0,0.0,472.0,39.5,14829803854.0,748377870.0,17701685034.0,1482245729.0,773435.0,0.0,0.0
2025-01-26 16:30:00,AA00-00-2015,AA00-00,2015,401.7,773.4,401.7,32.4,0.0,504.9,28.8,15064458648.0,1216191680.0,18934738436.0,1081263235.0,773435.0,0.0,0.0
2025-01-26 16:35:00,AA00-00-2015,AA00-00,2015,418.3,773.4,418.3,34.2,0.0,502.1,55.8,15687201559.0,1281558540.0,18829748168.0,2090910248.0,773435.0,0.0,0.0
2025-01-26 16:40:00,AA00-00-2015,AA00-00,2015,437.1,769.8,437.1,25.4,0.0,466.2,63.0,16392935580.0,950843655.0,17482651298.0,2360947967.0,769755.0,0.0,0.0
2025-01-26 16:45:00,AA00-00-2015,AA00-00,2015,420.4,769.8,420.4,53.5,0.0,474.0,52.0,15764811954.0,2007931538.0,17773147228.0,1951224400.0,769755.0,0.0,0.0
2025-01-26 16:50:00,AA00-00-2015,AA00-00,2015,413.8,769.8,413.8,59.1,0.0,453.8,64.1,15516852540.0,2215758536.0,17018638742.0,2405408038.0,769755.0,0.0,0.0
2025-01-26 16:55:00,AA00-00-2015,AA00-00,2015,399.6,769.8,399.6,54.7,0.0,469.9,47.8,14985472890.0,2052728607.0,17621361163.0,1792349718.0,769755.0,0.0,0.0
2025-01-26 17:00:00,AA00-00-2015,AA00-00,2015,436.7,764.1,436.7,64.6,0.0,494.4,48.1,16374398854.0,2422180131.0,18539231157.0,1802769695.0,764091.0,0.0,0.0
2025-01-26 17:05:00,AA00-00-2015,AA00-00,2015,425.6,764.1,425.6,35.3,0.0,461.1,40.3,15958523783.0,1323179783.0,17289850706.0,1509744315.0,764091.0,0.0,0.0
2025-01-26 17:10:00,AA00-00-2015,AA00-00,2015,405.9,764.1,405.9,54.7,0.0,466.0,69.9,15221204685.0,2051226856.0,17476097374.0,2620993758.0,764091.0,0.0,0.0
2025-01-26 17:15:00,AA00-00-2015,AA00-00,2015,438.1,764.1,438.1,49.3,0.0,448.9,62.3,16429351228.0,1847136187.0,16834681378.0,2336640828.0,764091.0,0.0,0.0
2025-01-26 17:20:00,AA00-00-2015,AA00-00,2015,434.3,755.7,434.3,58.1,0.0,464.1,36.0,16286500811.0,2177034023.0,17403880893.0,1350491686.0,755684.0,0.0,0.0
2025-01-26 17:25:00,AA00-00-2015,AA00-00,2015,411.5,755.7,411.5,23.5,0.0,492.5,25.2,15433029294.0,880940000.0,18470526383.0,945686605.0,755684.0,0.0,0.0
2025-01-26 17:30:00,AA00-00-2015,AA00-00,2015,428.3,755.7,428.3,46.1,0.0,475.0,28.2,16062014511.0,1729753901.0,17810707296.0,1056231197.0,755684.0,0.0,0.0
2025-01-26 17:35:00,AA00-00-2015,AA00-00,2015,424.9,755.7,424.9,62.6,0.0,456.3,23.0,15932194180.0,2348791818.0,17111880522.0,863156294.0,755684.0,0.0,0.0
2025-01-26 17:40:00,AA00-00-2015,AA00-00,2015,487.8,752.3,487.8,27.3,0.0,489.8,66.9,18292354605.0,1025189385.0,18365683169.0,2509272809.0,752257.0,0.0,0.0
2025-01-26 17:45:00,AA00-00-2015,AA00-00,2015,453.2,752.3,453.2,48.3,0.0,486.4,27.5,16994813670.0,1810242101.0,18238834433.0,1030208579.0,752257.0,0.0,0.0
2025-01-26 17:50:00,AA00-00-2015,AA00-00,2015,452.0,752.3,452.0,36.6,0.0,515.9,68.5,16949773629.0,1371692430.0,19348034367.0,2568565146.0,752257.0,0.0,0.0
2025-01-26 17:55:00,AA00-00-2015,AA00-00,2015,463.1,752.3,463.1,38.8,0.0,0.0,0.0,17365825319.0,1456436350.0,0.0,0.0,752257.0,0.0,0.0
2025-01-26 18:00:00,AA00-00-2015,AA00-00,2015,486.3,756.2,486.3,50.8,0.0,474.3,46.1,18235718407.0,1903615149.0,17784886487.0,1728959898.0,756172.0,0.0,0.0
2025-01-26 18:05:00,AA00-00-2015,AA00-00,2015,465.5,756.2,465.5,48.6,0.0,522.5,43.7,17457764811.0,1821794423.0,19594691085.0,1638525727.0,756172.0,0.0,0.0
2025-01-26 18:10:00,AA00-00-2015,AA00-00,2015,463.2,756.2,463.2,62.6,0.0,482.4,66.3,17369108210.0,2346726110.0,18089295136.0,2486083781.0,756172.0,0.0,0.0
2025-01-26 18:15:00,AA00-00-2015,AA00-00,2015,497.6,756.2,497.6,35.2,0.0,479.0,60.7,18661630863.0,1319080653.0,17961015114.0,2277855493.0,756172.0,0.0,0.0
2025-01-26 18:20:00,AA00-00-2015,AA00-00,2015,486.6,774.4,486.6,41.7,0.0,489.3,40.5,18246023476.0,1564992022.0,18348664054.0,1516937572.0,774404.0,0.0,0.0
2025-01-26 18:25:00,AA00-00-2015,AA00-00,2015,478.2,774.4,478.2,45.6,0.0,503.7,71.3,17933727322.0,1709621756.0,18888387622.0,2673809899.0,774404.0,0.0,0.0
2025-01-26 18:30:00,AA00-00-2015,AA00-00,2015,483.4,774.4,483.4,28.8,0.0,479.4,51.7,18128875702.0,1079640188.0,17976441225.0,1938996327.0,774404.0,0.0,0.0
2025-01-26 18:35:00,AA00-00-2015,AA00-00,2015,545.1,774.4,545.1,80.8,0.0,488.1,47.5,20439439352.0,3031662338.0,18305551891.0,1782015666.0,774404.0,0.0,0.0
2025-01-26 18:40:00,AA00-00-2015,AA00-00,2015,528.5,773.8,528.5,34.9,0.0,550.5,29.8,19816979807.0,1307803355.0,20644508557.0,1117605318.0,773819.0,0.0,0.0
2025-01-26 18:45:00,AA00-00-2015,AA00-00,2015,524.9,773.8,524.9,43.6,0.0,534.3,68.4,19682434122.0,1633279499.0,20034521039.0,2564644512.0,773819.0,0.0,0.0
2025-01-26 18:50:00,AA00-00-2015,AA00-00,2015,541.8,773.8,541.8,68.1,0.0,540.0,60.2,20315760309.0,2553680424.0,20249142793.0,2255744659.0,773819.0,0.0,0.0
2025-01-26 18:55:00,AA00-00-2015,AA00-00,2015,571.8,773.8,571.8,57.7,0.0,548.2,69.6,21441516728.0,2165323147.0,20556925974.0,2609140842.0,773819.0,0.0,0.0
2025-01-26 19:00:00,AA00-00-2015,AA00-00,2015,561.9,759.0,561.9,52.6,0.0,568.2,33.5,21069430468.0,1974370150.0,21306464328.0,1258076367.0,758950.0,0.0,0.0
2025-01-26 19:05:00,AA00-00-2015,AA00-00,2015,551.1,759.0,551.1,58.7,0.0,542.6,36.9,20665266593.0,2199697443.0,20347731525.0,1382477997.0,758950.0,0.0,0.0
2025-01-26 19:10:00,AA00-00-2015,AA00-00,2015,595.4,759.0,595.4,77.0,0.0,580.1,71.6,22326603334.0,2886815636.0,21752039274.0,2683651047.0,758950.0,0.0,0.0
2025-01-26 19:15:00,AA00-00-2015,AA00-00,2015,623.0,759.0,623.0,71.4,0.0,575.9,35.8,23363469997.0,2679335963.0,21596988519.0,1344189985.0,758950.0,0.0,0.0
2025-01-26 19:20:00,AA00-00-2015,AA00-00,2015,632.9,756.0,632.9,58.8,0.0,557.6,74.6,23734089967.0,2203337140.0,20910500512.0,2799314801.0,756013.0,0.0,0.0
2025-01-26 19:25:00,AA00-00-2015,AA00-00,2015,612.1,756.0,612.1,90.4,0.0,599.4,50.3,22955223061.0,3391040963.0,22476625059.0,1885952906.0,756013.0,0.0,0.0
2025-01-26 19:30:00,AA00-00-2015,AA00-00,2015,657.4,756.0,657.4,54.1,0.0,592.8,50.7,24654226845.0,2029150323.0,22231108266.0,1903118176.0,756013.0,0.0,0.0
2025-01-26 19:35:00,AA00-00-2015,AA00-00,2015,648.5,756.0,648.5,59.3,0.0,573.6,51.9,24320153805.0,2225484084.0,21511020848.0,1947748898.0,756013.0,0.0,0.0
2025-01-26 19:40:00,AA00-00-2015,AA00-00,2015,678.5,773.0,678.5,98.9,0.0,581.2,66.3,25443837940.0,3709251862.0,21794774298.0,2485482900.0,773038.0,0.0,0.0
2025-01-26 19:45:00,AA00-00-2015,AA00-00,2015,676.4,773.0,676.4,93.0,0.0,619.9,57.8,25365797900.0,3488631955.0,23247615683.0,2167237541.0,773038.0,0.0,0.0
2025-01-26 19:50:00,AA00-00-2015,AA00-00,2015,647.3,773.0,647.3,67.8,0.0,637.6,66.0,24272034940.0,2543395692.0,23911492021.0,2474254580.0,773038.0,0.0,0.0
2025-01-26 19:55:00,AA00-00-2015,AA00-00,2015,718.2,773.0,718.2,90.8,0.0,626.3,89.8,26934350853.0,3405095806.0,23485422486.0,3365891808.0,773038.0,0.0,0.0
2025-01-26 20:00:00,AA00-00-2015,AA00-00,2015,695.8,759.7,695.8,78.3,0.0,645.2,96.1,26091190946.0,2936797275.0,24194027430.0,3602991790.0,759689.0,0.0,0.0
2025-01-26 20:05:00,AA00-00-2015,AA00-00,2015,714.4,759.7,714.4,50.8,0.0,657.8,35.5,26789871661.0,1904862561.0,24667334711.0,1331618679.0,759689.0,0.0,0.0
2025-01-26 20:10:00,AA00-00-2015,AA00-00,2015,686.6,759.7,686.6,54.2,0.0,629.1,45.9,25748452321.0,2031332264.0,23590397581.0,1722120913.0,759689.0,0.0,0.0
2025-01-26 20:15:00,AA00-00-2015,AA00-00,2015,728.9,759.7,728.9,77.7,0.0,642.1,63.6,27334528946.0,2914369165.0,24079601716.0,2384049252.0,759689.0,0.0,0.0
2025-01-26 20:20:00,AA00-00-2015,AA00-00,2015,747.1,747.3,747.1,78.4,0.0,657.4,53.2,28016008473.0,2939583250.0,24653584896.0,1996007580.0,747278.0,0.0,0.0
2025-01-26 20:25:00,AA00-00-2015,AA00-00,2015,769.0,747.3,728.5,57.2,40.5,619.5,48.7,27317919515.0,2146871553.0,23229840242.0,1826927854.0,747278.0,1518211226.0,1012140.0
2025-01-26 20:30:00,AA00-00-2015,AA00-00,2015,764.5,747.3,730.4,85.3,34.1,672.2,85.1,27388510685.0,3200623242.0,25206743285.0,3190065265.0,747278.0,1278595586.0,852397.0
2025-01-26 20:35:00,AA00-00-2015,AA00-00,2015,753.3,747.3,753.3,103.4,0.0,682.3,90.9,28249881350.0,3878809283.0,25584895065.0,3407287078.0,747278.0,0.0,0.0
2025-01-26 20:40:00,AA00-00-2015,AA00-00,2015,717.9,756.6,717.9,83.2,0.0,636.5,79.6,26921632274.0,3121291568.0,23869649905.0,2986006045.0,756629.0,0.0,0.0
2025-01-26 20:45:00,AA00-00-2015,AA00-00,2015,752.4,756.6,752.4,57.3,0.0,720.4,88.0,28215556842.0,2149956484.0,27015174748.0,3299423030.0,756629.0,0.0,0.0
2025-01-26 20:50:00,AA00-00-2015,AA00-00,2015,741.0,756.6,741.0,96.1,0.0,674.3,78.3,27788930142.0,3604889992.0,25287399698.0,2936159829.0,756629.0,0.0,0.0
2025-01-26 20:55:00,AA00-00-2015,AA00-00,2015,757.9,756.6,757.9,102.1,0.0,653.5,75.5,28420430920.0,3829837220.0,24505350848.0,2831947184.0,756629.0,0.0,0.0
2025-01-26 21:00:00,AA00-00-2015,AA00-00,2015,731.1,764.6,731.1,58.3,0.0,609.9,64.8,27416647607.0,2185327655.0,22869927712.0,2430356316.0,764594.0,0.0,0.0
2025-01-26 21:05:00,AA00-00-2015,AA00-00,2015,749.5,764.6,749.5,51.4,0.0,654.9,46.7,28106817013.0,1927996796.0,24556961756.0,1752207812.0,764594.0,0.0,0.0
2025-01-26 21:10:00,AA00-00-2015,AA00-00,2015,742.4,764.6,742.4,90.8,0.0,665.8,64.0,27840468827.0,3404226825.0,24968299281.0,2398140949.0,764594.0,0.0,0.0
2025-01-26 21:15:00,AA00-00-2015,AA00-00,2015,739.6,764.6,739.6,97.6,0.0,662.0,60.3,27735082398.0,3661195527.0,24824946260.0,2259853968.0,764594.0,0.0,0.0
2025-01-26 21:20:00,AA00-00-2015,AA00-00,2015,736.7,774.9,736.7,42.5,0.0,623.4,50.2,27625949788.0,1592967002.0,23378904908.0,1882784249.0,774865.0,0.0,0.0
2025-01-26 21:25:00,AA00-00-2015,AA00-00,2015,740.3,774.9,740.3,96.4,0.0,636.1,67.3,27760976949.0,3614652869.0,23852901786.0,2523159368.0,774865.0,0.0,0.0
2025-01-26 21:30:00,AA00-00-2015,AA00-00,2015,743.4,774.9,743.4,93.7,0.0,664.0,36.4,27879118880.0,3512761056.0,24901638753.0,1365917712.0,774865.0,0.0,0.0
2025-01-26 21:35:00,AA00-00-2015,AA00-00,2015,685.7,774.9,685.7,65.4,0.0,659.0,88.7,25713570258.0,2452697270.0,24713238827.0,3327102514.0,774865.0,0.0,0.0
2025-01-26 21:40:00,AA00-00-2015,AA00-00,2015,681.7,759.0,681.7,100.5,0.0,663.5,66.8,25563214323.0,3767865903.0,24882947434.0,2506227719.0,759030.0,0.0,0.0
2025-01-26 21:45:00,AA00-00-2015,AA00-00,2015,712.9,759.0,712.9,101.5,0.0,641.0,32.3,26732940716.0,3804482118.0,24035928559.0,1212487556.0,759030.0,0.0,0.0
2025-01-26 21:50:00,AA00-00-2015,AA00-00,2015,707.9,759.0,707.9,105.4,0.0,633.3,89.9,26544460682.0,3952667860.0,23750359544.0,3372361571.0,759030.0,0.0,0.0
2025-01-26 21:55:00,AA00-00-2015,AA00-00,2015,706.8,759.0,706.8,68.1,0.0,641.2,71.0,26505898139.0,2553873715.0,24044931932.0,2661765495.0,759030.0,0.0,0.0
2025-01-26 22:00:00,AA00-00-2015,AA00-00,2015,680.8,753.4,680.8,52.6,0.0,626.9,40.9,25529911214.0,1972265215.0,23507524483.0,1531936858.0,753412.0,0.0,0.0
2025-01-26 22:05:00,AA00-00-2015,AA00-00,2015,685.3,753.4,685.3,42.0,0.0,584.8,58.6,25697605172.0,1576688241.0,21928214503.0,2198494502.0,753412.0,0.0,0.0
2025-01-26 22:10:00,AA00-00-2015,AA00-00,2015,677.7,753.4,677.7,57.4,0.0,648.9,43.9,25412602194.0,2154154475.0,24333964937.0,1648000199.0,753412.0,0.0,0.0
2025-01-26 22:15:00,AA00-00-2015,AA00-00,2015,651.3,753.4,651.3,72.2,0.0,629.7,65.9,24425391716.0,2706262977.0,23613892803.0,2470918335.0,753412.0,0.0,0.0
2025-01-26 22:20:00,AA00-00-2015,AA00-00,2015,673.6,757.8,673.6,91.1,0.0,612.6,71.3,25259848055.0,3415728915.0,22972504249.0,2674988452.0,757809.0,0.0,0.0
2025-01-26 22:25:00,AA00-00-2015,AA00-00,2015,647.1,757.8,647.1,94.5,0.0,565.9,54.2,24267359569.0,3545110756.0,21221221242.0,2030725127.0,757809.0,0.0,0.0
2025-01-26 22:30:00,AA00-00-2015,AA00-00,2015,643.1,757.8,643.1,43.4,0.0,610.2,58.5,24114984683.0,1628183149.0,22880660857.0,2193558752.0,757809.0,0.0,0.0
2025-01-26 22:35:00,AA00-00-2015,AA00-00,2015,623.0,757.8,623.0,71.5,0.0,575.0,71.4,23360668078.0,2682967116.0,21561755079.0,2675627597.0,757809.0,0.0,0.0
2025-01-26 22:40:00,AA00-00-2015,AA00-00,2015,649.8,747.8,649.8,33.5,0.0,597.7,68.1,24369191466.0,1254794681.0,22415463031.0,2554157025.0,747837.0,0.0,0.0
2025-01-26 22:45:00,AA00-00-2015,AA00-00,2015,610.3,747.8,610.3,45.9,0.0,585.1,87.4,22886212795.0,1720275221.0,21941824975.0,3277013002.0,747837.0,0.0,0.0
2025-01-26 22:50:00,AA00-00-2015,AA00-00,2015,578.7,747.8,578.7,57.1,0.0,558.8,47.4,21700916452.0,2142836322.0,20953603987.0,1777426918.0,747837.0,0.0,0.0
2025-01-26 22:55:00,AA00-00-2015,AA00-00,2015,592.0,747.8,592.0,69.5,0.0,584.3,37.5,22200334128.0,2604968511.0,21913031446.0,1407033695.0,747837.0,0.0,0.0
2025-01-26 23:00:00,AA00-00-2015,AA00-00,2015,534.8,773.5,534.8,42.5,0.0,527.2,54.0,20055436851.0,1593332456.0,19768401732.0,2025289524.0,773472.0,0.0,0.0
2025-01-26 23:05:00,AA00-00-2015,AA00-00,2015,556.8,773.5,556.8,32.2,0.0,549.6,81.9,20879771384.0,1206115641.0,20610380075.0,3073021715.0,773472.0,0.0,0.0
2025-01-26 23:10:00,AA00-00-2015,AA00-00,2015,549.8,773.5,549.8,36.0,0.0,580.2,56.5,20616427023.0,1348261448.0,21759118254.0,2117196341.0,773472.0,0.0,0.0
2025-01-26 23:15:00,AA00-00-2015,AA00-00,2015,535.7,773.5,535.7,60.4,0.0,547.8,44.9,20089216064.0,2266430410.0,20542075221.0,1683919425.0,773472.0,0.0,0.0
2025-01-26 23:20:00,AA00-00-2015,AA00-00,2015,516.7,747.1,516.7,37.8,0.0,551.9,68.8,19377450214.0,1416832427.0,20696485260.0,2579912492.0,747118.0,0.0,0.0
2025-01-26 23:25:00,AA00-00-2015,AA00-00,2015,494.0,747.1,494.0,55.0,0.0,527.5,33.7,18526504529.0,2063910404.0,19779573782.0,1263274575.0,747118.0,0.0,0.0
2025-01-26 23:30:00,AA00-00-2015,AA00-00,2015,488.6,747.1,488.6,61.2,0.0,519.9,53.9,18321221942.0,2296040155.0,19495820090.0,2022402192.0,747118.0,0.0,0.0
2025-01-26 23:35:00,AA00-00-2015,AA00-00,2015,496.0,747.1,496.0,42.8,0.0,487.5,42.3,18598693144.0,1603752287.0,18280619402.0,1587896694.0,747118.0,0.0,0.0
2025-01-26 23:40:00,AA00-00-2015,AA00-00,2015,464.2,746.1,464.2,64.0,0.0,506.9,73.9,17408549875.0,2401365504.0,19007004220.0,2772820136.0,746129.0,0.0,0.0
2025-01-26 23:45:00,AA00-00-2015,AA00-00,2015,509.7,746.1,509.7,75.8,0.0,521.1,58.4,19114071337.0,2844140641.0,19540225798.0,2189967134.0,746129.0,0.0,0.0
2025-01-26 23:50:00,AA00-00-2015,AA00-00,2015,418.8,746.1,418.8,49.5,0.0,476.3,39.7,15706206789.0,1855119294.0,17862187984.0,1489934108.0,746129.0,0.0,0.0
2025-01-26 23:55:00,AA00-00-2015,AA00-00,2015,454.5,746.1,454.5,50.2,0.0,475.1,49.2,17042941415.0,1884147066.0,17814510471.0,1845796394.0,746129.0,0.0,0.0
2025-01-27 00:00:00,AA00-00-2015,AA00-00,2015,358.7,808.1,358.7,21.7,0.0,443.0,23.0,13451321516.0,814852684.0,16613128755.0,862282056.0,808082.0,0.0,0.0
2025-01-27 00:05:00,AA00-00-2015,AA00-00,2015,366.1,808.1,366.1,50.9,0.0,452.3,33.0,13730415672.0,1908959539.0,16961233703.0,1237067196.0,808082.0,0.0,0.0
2025-01-27 00:10:00,AA00-00-2015,AA00-00,2015,339.5,808.1,339.5,31.0,0.0,479.4,66.8,12729871223.0,1162767537.0,17976573098.0,2505898046.0,808082.0,0.0,0.0
2025-01-27 00:15:00,AA00-00-2015,AA00-00,2015,377.9,808.1,377.9,45.9,0.0,427.2,43.8,14171078255.0,1720541117.0,16020636689.0,1642031232.0,808082.0,0.0,0.0
2025-01-27 00:20:00,AA00-00-2015,AA00-00,2015,330.5,773.0,330.5,36.8,0.0,427.8,53.7,12393925767.0,1380737376.0,16043799383.0,2013359446.0,773050.0,0.0,0.0
2025-01-27 00:25:00,AA00-00-2015,AA00-00,2015,346.0,773.0,346.0,32.3,0.0,452.4,38.4,12975761318.0,1211656352.0,16965401482.0,1438139872.0,773050.0,0.0,0.0
2025-01-27 00:30:00,AA00-00-2015,AA00-00,2015,368.3,773.0,368.3,27.0,0.0,446.5,38.4,13810078928.0,1012824907.0,16742405235.0,1438546741.0,773050.0,0.0,0.0
2025-01-27 00:35:00,AA00-00-2015,AA00-00,2015,376.1,773.0,376.1,41.0,0.0,427.6,54.3,14104926058.0,1535736632.0,16034251556.0,2035034684.0,773050.0,0.0,0.0
2025-01-27 00:40:00,AA00-00-2015,AA00-00,2015,330.3,783.9,330.3,31.4,0.0,432.8,58.3,12386776584.0,1176347213.0,16230692144.0,2184401291.0,783867.0,0.0,0.0
2025-01-27 00:45:00,AA00-00-2015,AA00-00,2015,406.2,783.9,406.2,26.9,0.0,419.1,41.5,15233058220.0,1007843597.0,15718118332.0,1557548934.0,783867.0,0.0,0.0
2025-01-27 00:50:00,AA00-00-2015,AA00-00,2015,339.8,783.9,339.8,40.1,0.0,407.1,43.8,12742828912.0,1503026893.0,15267167513.0,1641842246.0,783867.0,0.0,0.0
2025-01-27 00:55:00,AA00-00-2015,AA00-00,2015,332.0,783.9,332.0,42.9,0.0,430.4,34.0,12451320894.0,1609335319.0,16139440266.0,1274166070.0,783867.0,0.0,0.0
2025-01-27 01:00:00,AA00-00-2015,AA00-00,2015,366.1,798.7,366.1,46.2,0.0,468.2,55.1,13727107639.0,1733302897.0,17555836566.0,2066179503.0,798706.0,0.0,0.0
2025-01-27 01:05:00,AA00-00-2015,AA00-00,2015,350.1,798.7,350.1,17.9,0.0,417.1,55.3,13128889183.0,672977160.0,15640956813.0,2071975322.0,798706.0,0.0,0.0
2025-01-27 01:10:00,AA00-00-2015,AA00-00,2015,347.3,798.7,347.3,37.6,0.0,400.8,38.0,13025021750.0,1408446682.0,15028833979.0,1426242445.0,798706.0,0.0,0.0
2025-01-27 01:15:00,AA00-00-2015,AA00-00,2015,367.8,798.7,367.8,26.9,0.0,410.6,23.4,13792432534.0,1010426210.0,15397336989.0,877140968.0,798706.0,0.0,0.0
2025-01-27 01:20:00,AA00-00-2015,AA00-00,2015,328.0,821.6,328.0,33.1,0.0,445.6,63.0,12300106689.0,1241083450.0,16709107719.0,2360882972.0,821632.0,0.0,0.0
2025-01-27 01:25:00,AA00-00-2015,AA00-00,2015,324.7,821.6,324.7,48.2,0.0,443.2,34.1,12177203441.0,1806142281.0,16621253137.0,1280611630.0,821632.0,0.0,0.0
2025-01-27 01:30:00,AA00-00-2015,AA00-00,2015,345.4,821.6,345.4,32.6,0.0,462.4,49.0,12953762960.0,1221372103.0,17340605953.0,1838485528.0,821632.0,0.0,0.0
2025-01-27 01:35:00,AA00-00-2015,AA00-00,2015,376.8,821.6,376.8,44.6,0.0,457.7,36.4,14131437113.0,1671012856.0,17161894018.0,1365927312.0,821632.0,0.0,0.0
